player_id,arrival_time,source,destination
269,946,8,22
270,948,1,8
271,948,4,22
272,948,4,1
273,948,7,16
274,951,12,10
275,962,3,18
276,962,24,21
277,963,18,16
278,964,24,6
279,971,24,8
280,972,9,15
281,976,15,10
282,994,22,24
283,999,3,24
284,1003,3,21
285,1003,14,15
286,1008,4,12
287,1011,5,16
288,1015,17,21
289,1017,21,6
290,1019,21,24
291,1024,23,22
292,1024,8,12
293,1026,5,9
294,1026,3,1
295,1029,7,23
296,1031,19,4
297,1039,22,19
298,1040,2,8
299,1054,13,12
300,1058,2,23
301,1061,15,17
302,1066,1,20
303,1072,15,24
304,1072,12,11
305,1076,17,6
306,1077,12,14
307,1078,17,8
308,1080,20,14
309,1085,6,24
310,1088,19,22
311,1091,4,21
312,1098,8,21
313,1099,23,11
314,1109,18,15
315,1109,10,5
316,1109,4,18
317,1109,3,2
318,1109,3,16
319,1112,21,6
320,1126,20,14
321,1127,9,10
322,1128,23,9
323,1129,12,4
324,1136,13,24
325,1141,22,23
326,1145,13,2
327,1156,4,18
328,1157,21,13
329,1158,7,19
330,1160,24,17
331,1172,21,17
332,1172,5,21
333,1181,4,14
334,1184,3,5
335,1187,23,7
336,1197,15,13
337,1207,22,10
338,1211,21,3
339,1212,5,16
340,1228,2,24
341,1234,2,5
342,1238,22,11
343,1245,6,20
344,1246,20,21
345,1249,22,24
346,1251,23,11
347,1258,8,14
348,1262,9,6
349,1267,17,16
350,1274,7,20
351,1276,1,4
352,1279,23,7
353,1281,24,12
354,1284,10,14
355,1288,4,22
356,1295,7,6
357,1297,8,24
358,1298,12,11
359,1316,20,11
360,1321,13,20
361,1322,24,17
362,1326,13,7
363,1327,3,13
364,1327,6,12
365,1339,23,15
366,1344,9,13
367,1346,10,12
368,1349,22,11
369,1357,18,22
370,1358,8,1
371,1366,2,21
372,1371,12,16
373,1375,16,19
374,1392,7,4
375,1395,19,12
376,1402,4,21
377,1403,9,18
378,1404,23,24
379,1407,17,15
380,1408,15,6
381,1416,19,9
382,1421,13,16
383,1422,16,12
384,1423,22,8
385,1426,23,1
386,1429,5,4
387,1432,12,3
388,1437,2,8
389,1438,18,23
390,1441,4,17
391,1446,8,20
392,1453,20,12
393,1460,8,4
394,1473,24,10
395,1474,6,9
396,1479,7,19
397,1491,24,9
398,1495,6,15
399,1495,8,10
400,1506,20,5
401,1508,9,19
402,1509,14,13
403,1520,18,23
404,1526,7,13
405,1529,18,12
406,1534,19,16
407,1534,15,1
408,1540,19,20
409,1542,16,12
410,1550,8,4
411,1551,1,17
412,1551,1,4
413,1557,9,18
414,1562,2,11
415,1562,15,18
416,1563,19,12
417,1564,2,14
418,1565,15,19
419,1570,9,2
420,1570,3,20
421,1571,21,24
422,1580,12,18
423,1581,24,1
424,1581,24,2
425,1582,11,19
426,1585,22,2
427,1587,2,19
428,1588,23,21
429,1592,8,4
430,1596,1,11
431,1597,19,23
432,1605,15,12
433,1606,10,23
434,1607,19,13
435,1611,1,10
436,1611,24,4
437,1614,10,23
438,1624,19,2
439,1624,16,4
440,1625,24,8
441,1626,21,6
442,1629,20,2
443,1634,9,17
444,1635,1,15
445,1640,23,13
446,1640,21,11
447,1641,24,4
448,1643,20,19
449,1647,15,20
450,1647,21,2
451,1650,17,14
452,1659,16,5
453,1660,22,17
454,1660,4,22
455,1666,13,10
456,1672,1,8
457,1679,7,5
458,1688,2,18
459,1690,23,3
460,1692,10,13
461,1700,22,13
462,1704,18,11
463,1705,20,8
464,1710,1,15
465,1713,3,5
466,1720,9,20
467,1724,24,14
468,1731,11,3
469,1736,5,12
470,1740,19,18
471,1749,13,24
472,1753,18,16
473,1758,1,22
474,1760,21,2
475,1765,23,8
476,1768,23,21
477,1773,22,5
478,1777,17,19
479,1782,20,11
480,1784,10,24
481,1787,18,6
482,1788,13,5
483,1789,18,5
484,1789,7,13
485,1789,4,13
486,1795,18,13
487,1803,7,17
488,1807,15,20
489,1808,13,14
490,1812,8,14
491,1814,21,17
492,1814,21,24
493,1832,11,9
494,1832,6,16
495,1835,16,23
496,1839,20,11
497,1839,10,3
498,1842,14,8
499,1843,19,10
500,1844,3,7
501,1847,14,20
502,1847,24,9
503,1852,3,18
504,1856,20,15
505,1861,15,1
506,1861,15,20
507,1862,16,17
508,1865,17,20
509,1866,8,3
510,1867,21,12
511,1871,17,4
512,1873,6,4
513,1873,1,10
514,1876,4,7
515,1878,22,11
516,1880,19,13
517,1888,12,19
518,1889,2,12
519,1892,4,12
520,1896,14,22
521,1905,7,13
522,1907,8,9
523,1909,21,24
524,1914,23,18
525,1914,1,11
526,1918,5,8
527,1922,4,11
528,1922,5,2
529,1925,11,7
530,1937,10,5
531,1938,8,12
532,1942,8,9
533,1943,8,2
534,1957,12,11
535,1961,24,18
536,1963,19,20
537,1970,12,2
538,1978,15,21
539,1983,14,2
540,1984,5,7
541,1984,1,9
542,1985,15,16
543,1986,20,2
544,1988,5,21
545,1998,20,1
546,1998,13,9
547,2000,12,9
548,2001,7,20
549,2002,13,18
550,2003,7,12
551,2003,19,14
552,2003,24,19
553,2006,18,12
554,2012,17,6
555,2012,9,3
556,2013,18,5
557,2015,3,13
558,2023,4,1
559,2023,23,3
560,2026,16,12
561,2027,4,24
562,2027,9,5
563,2030,23,18
564,2035,24,4
565,2036,7,4
566,2038,14,10
567,2044,17,12
568,2044,16,22
569,2044,2,15
570,2049,19,7
571,2052,4,19
572,2054,1,23
573,2055,24,21
574,2066,2,21
575,2068,10,2
576,2068,11,2
577,2078,5,7
578,2083,21,2
579,2086,14,4
580,2088,11,15
581,2089,11,17
582,2094,18,23
583,2096,16,11
584,2096,1,22
585,2107,9,13
586,2119,6,12
587,2121,10,9
588,2121,17,9
589,2123,13,16
590,2126,1,18
591,2130,21,3
592,2132,7,17
593,2135,8,21
594,2137,15,9
595,2138,13,22
596,2142,12,6
597,2142,6,15
598,2145,23,12
599,2146,22,4
600,2153,4,13
601,2158,15,3
602,2160,11,16
603,2164,14,24
604,2168,2,1
605,2177,24,18
606,2177,18,24
607,2178,18,8
608,2181,4,14
609,2184,18,22
610,2186,4,19
611,2190,2,22
612,2200,18,17
613,2209,4,13
614,2213,22,5
615,2213,10,11
616,2214,12,22
617,2218,24,4
618,2220,15,19
619,2222,7,23
620,2233,11,6
621,2238,6,13
622,2242,3,7
623,2245,15,20
624,2246,4,19
625,2246,11,4
626,2256,13,7
627,2256,13,8
628,2262,11,6
629,2265,13,2
630,2268,1,9
631,2268,24,17
632,2271,17,1
633,2273,8,7
634,2281,11,22
635,2285,3,15
636,2285,10,3
637,2286,12,16
638,2296,8,1
639,2298,11,9
640,2305,7,9
641,2310,11,10
642,2313,1,9
643,2313,2,24
644,2318,22,5
645,2319,10,22
646,2322,1,15
647,2326,6,20
648,2326,22,3
649,2329,16,18
650,2335,16,10
651,2336,18,1
652,2336,11,21
653,2342,3,4
654,2343,13,22
655,2346,13,22
656,2346,4,2
657,2349,20,7
658,2358,23,22
659,2360,24,20
660,2366,17,2
661,2369,3,9
662,2370,11,4
663,2383,24,23
664,2383,3,13
665,2385,11,24
666,2387,9,11
667,2393,21,5
668,2393,23,20
669,2397,5,8
670,2397,15,3
671,2400,21,17
672,2407,5,22
673,2409,17,13
674,2409,3,11
675,2416,21,13
676,2419,14,24
677,2419,20,16
678,2431,21,19
679,2433,21,1
680,2447,3,8
681,2453,3,10
682,2455,14,17
683,2462,3,15
684,2464,12,22
685,2468,8,13
686,2469,6,14
687,2471,3,8
688,2472,20,2
689,2472,19,20
690,2472,9,12
691,2472,23,17
692,2476,16,19
693,2480,13,2
694,2485,13,3
695,2487,3,6
696,2489,16,18
697,2491,3,19
698,2497,24,9
699,2497,14,15
700,2498,19,3
701,2500,20,1
702,2500,9,5
703,2501,16,2
704,2502,13,7
705,2503,18,21
706,2503,23,13
707,2507,18,22
708,2511,7,5
709,2512,19,15
710,2512,22,11
711,2514,7,17
712,2516,20,3
713,2517,8,15
714,2523,12,19
715,2526,21,15
716,2527,11,2
717,2531,12,21
718,2532,20,7
719,2533,6,18
720,2535,6,13
721,2537,3,9
722,2539,9,17
723,2543,14,13
724,2557,17,19
725,2557,6,9
726,2561,22,1
727,2563,12,18
728,2569,4,14
729,2571,16,24
730,2572,24,8
731,2576,11,5
732,2580,14,4
733,2588,6,3
734,2592,14,24
735,2598,21,11
736,2599,11,24
737,2600,11,3
738,2609,22,18
739,2612,10,21
740,2614,20,22
741,2615,1,6
742,2616,15,17
743,2620,16,21
744,2624,12,21
745,2625,21,3
746,2627,3,15
747,2629,7,23
748,2629,23,16
749,2631,19,6
750,2645,9,14
751,2647,5,14
752,2649,8,17
753,2652,5,9
754,2654,5,2
755,2656,13,6
756,2657,16,14
757,2662,7,22
758,2664,3,6
759,2669,13,15
760,2672,23,16
761,2675,21,18
762,2675,13,10
763,2675,24,3
764,2675,1,15
765,2676,22,4
766,2679,23,3
767,2697,10,22
768,2701,15,11
769,2701,11,17
770,2706,10,5
771,2715,10,17
772,2716,6,23
773,2720,14,6
774,2726,4,15
775,2726,22,16
776,2730,21,16
777,2735,11,10
778,2738,19,1
779,2742,19,5
780,2743,2,9
781,2746,23,8
782,2749,13,22
783,2756,15,24
784,2756,1,11
785,2757,3,23
786,2757,8,7
787,2760,2,12
788,2773,22,11
789,2777,13,22
790,2788,10,14
791,2802,6,22
792,2806,15,5
793,2810,2,10
794,2814,14,22
795,2819,10,17
796,2820,19,9
797,2820,14,13
798,2823,5,3
799,2823,9,17
800,2830,9,19
801,2838,24,6
802,2839,15,4
803,2842,20,3
804,2847,5,6
805,2857,19,10
806,2861,2,4
807,2864,12,2
808,2867,6,11
809,2870,16,18
810,2878,11,4
811,2881,15,9
812,2881,16,21
813,2891,6,19
814,2894,21,5
815,2894,21,23
816,2904,1,14
817,2913,7,14
818,2919,7,13
819,2925,6,15
820,2926,16,20
821,2936,1,7
822,2936,9,11
823,2940,7,9
824,2944,21,1
825,2945,2,10
826,2947,5,23
827,2947,24,19
828,2949,6,17
829,2949,16,15
830,2950,14,7
831,2956,14,12
832,2961,19,9
833,2965,2,13
834,2970,11,19
835,2975,22,24
836,2978,4,22
837,2979,18,22
838,2991,7,19
839,3000,22,2
840,3006,8,6
841,3008,11,12
842,3011,20,24
843,3011,19,12
844,3011,3,8
845,3018,10,23
846,3022,16,8
847,3036,11,2
848,3047,16,3
849,3050,17,23
850,3058,11,12
851,3059,14,6
852,3060,17,22
853,3064,16,7
854,3065,8,7
855,3065,17,15
856,3066,4,9
857,3068,2,9
858,3073,21,5
859,3074,4,10
860,3083,18,3
861,3086,2,6
862,3089,14,7
863,3095,10,23
864,3106,17,12
865,3110,5,17
866,3111,19,5
867,3113,2,16
868,3118,19,22
869,3120,4,8
870,3126,5,11
871,3133,7,17
872,3134,20,17
873,3138,6,7
874,3138,24,9
875,3139,13,4
876,3139,22,16
877,3141,2,13
878,3148,13,2
879,3148,4,11
880,3148,20,9
881,3150,17,22
882,3153,8,14
883,3153,10,5
884,3155,7,4
885,3159,6,7
886,3161,8,6
887,3163,23,6
888,3171,10,23
889,3175,12,16
890,3182,20,19
891,3183,6,13
892,3184,7,23
893,3193,7,19
894,3197,14,19
895,3199,22,14
896,3204,3,24
897,3213,22,18
898,3216,24,3
899,3224,8,2
900,3225,21,8
901,3231,16,19
902,3235,8,9
903,3245,7,12
904,3250,13,8
905,3250,4,13
906,3250,23,12
907,3254,22,4
908,3257,9,21
909,3258,4,3
910,3258,22,2
911,3259,12,11
912,3259,3,11
913,3259,2,21
914,3260,22,13
915,3269,11,16
916,3274,6,4
917,3277,8,9
918,3278,16,6
919,3281,22,12
920,3282,4,19
921,3285,20,21
922,3296,12,10
923,3297,24,9
924,3298,7,11
925,3301,7,14
926,3307,8,13
927,3313,8,20
928,3315,4,12
929,3320,3,11
930,3326,15,17
931,3329,3,16
932,3338,2,11
933,3341,22,8
934,3346,6,18
935,3347,2,14
936,3362,2,5
937,3365,20,24
938,3367,14,8
939,3371,1,7
940,3377,8,18
941,3382,9,24
942,3385,22,16
943,3388,13,18
944,3397,7,11
945,3399,8,11
946,3401,16,22
947,3403,2,16
948,3411,23,20
949,3417,22,16
950,3417,17,14
951,3422,15,21
952,3424,9,13
953,3427,9,20
954,3431,18,8
955,3431,1,13
956,3433,5,14
957,3437,8,2
958,3441,5,14
959,3446,14,21
960,3451,9,14
961,3452,22,15
962,3453,8,14
963,3455,5,19
964,3463,6,9
965,3465,19,14
966,3467,4,19
967,3467,3,8
968,3469,20,23
969,3471,15,6
970,3486,15,16
971,3494,22,6
972,3495,6,1
973,3506,3,7
974,3512,19,3
975,3514,9,21
976,3520,22,14
977,3521,18,23
978,3523,8,14
979,3526,14,6
980,3529,23,8
981,3537,14,18
982,3539,8,4
983,3540,6,23
984,3553,13,8
985,3556,2,5
986,3557,6,2
987,3558,5,17
988,3565,8,3
989,3566,4,3
990,3568,20,9
991,3568,8,17
992,3576,9,18
993,3581,6,10
994,3584,8,16
995,3584,2,9
996,3593,9,16
997,3593,9,24
998,3596,23,12
999,3599,5,9
