Icon,Name,Latitude,Longitude,Ell.Height (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Start Time,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20251013060446 2025-10-13 6:12:10.973117400 AM,32.08541803,54.24986454,1230.931,USER,Partial,Corrected,None,36, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:12.949922300 AM,32.08558108,54.24994741,1232.607,USER,Fixed,Corrected,None,37, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:14.951348800 AM,32.08574624,54.25003147,1234.233,USER,Partial,Corrected,None,38, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:15.977067900 AM,32.08583094,54.25007466,1234.354,USER,Partial,Corrected,None,39, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:17.970328600 AM,32.08599471,54.2501581,1232.002,USER,Fixed,Corrected,None,40, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:19.992931600 AM,32.08615927,54.250242,1229.275,USER,Fixed,Corrected,None,41, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:21.986540300 AM,32.08632208,54.25032402,1226.037,USER,Fixed,Corrected,None,42, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.229, , , , 
 ,20251013060446 2025-10-13 6:12:23.975997000 AM,32.08648434,54.25040623,1222.715,USER,Fixed,Corrected,None,43, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:25.074408800 AM,32.08657434,54.25045219,1221.336,USER,Fixed,Corrected,None,44, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.382,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:27.096988900 AM,32.08674037,54.25053744,1220.601,USER,Fixed,Corrected,None,45, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:29.087786200 AM,32.08690463,54.25062086,1220.366,USER,Fixed,Corrected,None,46, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:31.076360900 AM,32.08706843,54.25070344,1220.366,USER,Fixed,Corrected,None,47, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:33.073626500 AM,32.08723362,54.25078727,1220.518,USER,Fixed,Corrected,None,48, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:35.096164500 AM,32.08740074,54.25087291,1220.65,USER,Fixed,Corrected,None,49, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:37.118627300 AM,32.08756881,54.25095792,1220.708,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:39.107677200 AM,32.0877325,54.2510414,1220.686,USER,Fixed,Corrected,None,51, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:41.932972900 AM,32.0878854,54.25108456,1220.352,USER,Fixed,Corrected,None,52, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:44.856402900 AM,32.0879862,54.25089456,1219.642,USER,Fixed,Corrected,None,53, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:47.748316000 AM,32.08805132,54.25071284,1219.781,USER,Fixed,Corrected,None,54, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:51.007353800 AM,32.0878828,54.25060151,1219.48,USER,Fixed,Corrected,None,55, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.23, , , , 
 ,20251013060446 2025-10-13 6:12:53.034055700 AM,32.08771008,54.25051104,1219.53,USER,Fixed,Corrected,None,56, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:12:55.052688800 AM,32.08754242,54.25042594,1220.118,USER,Fixed,Corrected,None,57, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.383,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:12:57.046097500 AM,32.08737815,54.25034252,1220.215,USER,Fixed,Corrected,None,58, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:12:59.037599300 AM,32.08721444,54.25026009,1220.394,USER,Fixed,Corrected,None,59, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:12, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:01.029088000 AM,32.08705009,54.25017677,1220.192,USER,Fixed,Corrected,None,60, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:03.032586800 AM,32.08688585,54.25009371,1219.763,USER,Fixed,Corrected,None,61, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:03.818156700 AM,32.08682146,54.25006132,1219.886,USER,Fixed,Corrected,None,62, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:05.836592900 AM,32.08665621,54.24997854,1221.863,USER,Fixed,Corrected,None,63, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:07.825782300 AM,32.08649416,54.24989624,1224.435,USER,Fixed,Corrected,None,64, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:09.814887000 AM,32.08633282,54.24981293,1227.24,USER,Partial,Corrected,None,65, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:11.843606700 AM,32.08616756,54.24972856,1230.401,USER,Fixed,Corrected,None,66, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:12.933900600 AM,32.08607783,54.24968256,1231.536,USER,Fixed,Corrected,None,67, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:14.893855600 AM,32.08591572,54.2495987,1231.366,USER,Fixed,Corrected,None,68, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:16.912486300 AM,32.08574799,54.24951462,1230.98,USER,Fixed,Corrected,None,69, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:18.903625500 AM,32.08558404,54.24943162,1230.024,USER,Partial,Corrected,None,70, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:20.896976700 AM,32.08542024,54.24934866,1228.71,USER,Partial,Corrected,None,71, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:22.915323500 AM,32.08525331,54.24926418,1227.309,USER,Partial,Corrected,None,72, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.231, , , , 
 ,20251013060446 2025-10-13 6:13:24.910743700 AM,32.0850891,54.24918081,1226.04,USER,Partial,Corrected,None,73, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:26.906045000 AM,32.08492414,54.24909721,1224.819,USER,Partial,Corrected,None,74, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.384,0.632,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:28.924680700 AM,32.08475811,54.24901247,1223.515,USER,Partial,Corrected,None,75, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.632,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:30.913851000 AM,32.0845944,54.24892939,1222.308,USER,Partial,Corrected,None,76, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.632,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:32.934288700 AM,32.08442791,54.24884541,1222.165,USER,Partial,Corrected,None,77, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:34.923729200 AM,32.08426414,54.24876212,1222.002,USER,Fixed,Corrected,None,78, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:36.927726300 AM,32.08409939,54.24867808,1221.808,USER,Fixed,Corrected,None,79, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:38.914734600 AM,32.08393571,54.24859531,1221.698,USER,Fixed,Corrected,None,80, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:40.912329700 AM,32.08377148,54.24851128,1221.641,USER,Fixed,Corrected,None,81, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:42.934895500 AM,32.08360543,54.24842596,1221.684,USER,Fixed,Corrected,None,82, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:44.922151800 AM,32.08344007,54.24834427,1222.084,USER,Fixed,Corrected,None,83, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:46.922503000 AM,32.08327479,54.24825989,1222.209,USER,Fixed,Corrected,None,84, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:48.909963600 AM,32.08311008,54.24817678,1221.803,USER,Fixed,Corrected,None,85, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:50.934442300 AM,32.08294318,54.24809106,1221.666,USER,Fixed,Corrected,None,86, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.385,0.633,1.232, , , , 
 ,20251013060446 2025-10-13 6:13:52.932068300 AM,32.08277922,54.24800664,1221.7,USER,Fixed,Corrected,None,87, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.44,0.653,1.284, , , , 
 ,20251013060446 2025-10-13 6:13:54.935604300 AM,32.08261314,54.24792321,1221.705,USER,Fixed,Corrected,None,88, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.496,0.674,1.336, , , , 
 ,20251013060446 2025-10-13 6:13:56.926744700 AM,32.0824477,54.24783933,1222.15,USER,Fixed,Corrected,None,89, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.496,0.674,1.336, , , , 
 ,20251013060446 2025-10-13 6:13:58.913914900 AM,32.08228439,54.24775554,1222.347,USER,Fixed,Corrected,None,90, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:13, , , , ,1.496,0.674,1.336, , , , 
 ,20251013060446 2025-10-13 6:14:00.942780500 AM,32.08211595,54.24767104,1222.348,USER,Fixed,Corrected,None,91, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical,10/13/2025 6:14, , , , ,1.496,0.674,1.336, , , , 
